	P03_delta11	P06_delta11	P09_delta11	P12_delta11	P14_delta11	P17_delta11	P19_delta11	P22_delta11	P25_delta11	P28_delta11	P31_delta11	P01_mock	P04_mock	P07_mock	P10_mock	P15_mock	P20_mock	P23_mock	P26_mock	P29_mock
REPS1	784	362	321	8	101	314	384	321	404	269	144	332	329	173	8	195	191	563	320	149
REPS2	10	6	6	0	0	10	8	0	9	0	8	6	12	0	0	3	0	8	0	4
RER1	633	278	220	12	27	228	726	5	1166	2	86	156	182	47	32	58	15	643	1	33
RERE	1099	440	457	24	75	727	1371	173	705	58	220	368	362	119	53	202	102	980	91	167
RERE-AS1	7	3	3	0	0	0	8	0	12	0	1	4	0	2	0	4	0	13	0	0
REREP1Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REREP2Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERG	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
RERG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERG-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERGL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RESF1	675	552	209	38	62	624	1140	10	432	0	270	410	430	65	37	134	34	1069	0	114
RESP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REST	181	121	50	0	6	105	202	1	62	0	51	81	77	7	7	13	3	219	1	17
RET	2	1	4	0	0	0	0	5	0	9	0	4	4	2	0	3	2	2	1	0
RETN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RETNLB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RETREG1	105	68	19	1	3	22	32	16	21	21	9	76	53	10	0	19	20	62	49	11
RETREG2	713	252	285	17	35	283	615	107	779	54	109	231	229	126	18	95	67	688	71	108
RETREG3	522	236	232	12	31	162	472	72	527	53	91	169	206	87	4	75	53	505	74	61
RETSAT	183	80	47	2	0	39	153	0	162	0	22	45	73	13	0	4	4	190	0	11
REV1	176	92	71	12	31	112	300	16	189	7	61	70	81	11	29	35	11	267	7	26
REV3L	154	138	57	11	29	153	280	32	38	35	34	69	73	5	0	65	17	159	52	26
REV3L-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REX1BD	346	88	162	0	7	87	275	5	1358	5	66	87	107	52	7	33	13	498	2	12
REXO1	411	180	184	12	18	251	521	4	641	0	90	98	129	32	26	31	14	607	0	60
REXO1L10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO2	441	227	278	20	61	244	232	147	443	295	83	224	242	232	25	189	52	470	311	72
REXO4	126	52	62	0	0	41	209	3	373	0	28	49	52	11	0	11	8	191	0	14
REXO5	40	18	17	0	0	3	7	0	276	0	3	3	7	2	0	0	0	78	0	0
RFC1	498	217	204	13	9	183	455	0	656	1	44	137	175	39	11	34	10	619	0	24
RFC2	287	104	111	23	5	76	192	0	1607	0	40	59	73	21	10	17	4	553	0	5
RFC3	118	110	29	0	4	21	92	0	231	0	18	22	53	3	14	4	0	180	0	4
RFC3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFC4	218	115	88	0	6	35	213	1	957	0	33	53	104	5	4	16	3	369	0	8
RFC5	127	68	31	17	5	36	96	2	293	0	4	34	46	3	0	11	0	234	0	4
RFC5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFESD	5	4	0	0	0	0	0	0	7	0	0	4	2	0	0	0	0	5	0	0
RFESDP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFFL	208	73	64	5	7	24	123	0	106	0	21	48	67	11	11	23	6	198	0	13
RFK	79	45	31	1	11	24	50	8	36	11	10	41	44	12	7	4	20	76	42	5
RFKP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFKP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFLNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFLNB	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
RFNG	223	56	75	11	5	77	226	0	468	0	28	60	50	16	2	16	5	229	0	15
RFPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL1S	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
RFPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL3S	3	2	1	0	5	2	1	0	3	0	0	1	2	0	0	0	0	3	0	2
RFPL4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4AL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4AP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4AP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4AP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4AP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFT1	99	63	23	3	9	32	66	0	190	0	14	30	31	6	0	6	4	135	0	7
RFTN1	2041	694	1211	65	94	677	1928	10	4582	0	400	498	531	166	94	83	32	2124	0	85
RFTN1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFTN2	6	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1
RFWD3	278	172	141	5	17	116	362	4	297	0	88	76	127	24	18	28	6	436	0	34
RFX1	118	48	45	0	0	37	138	4	102	4	8	29	29	13	4	6	6	98	6	15
RFX2	47	17	14	0	0	2	45	0	95	0	4	12	9	4	0	0	1	48	0	4
RFX3	46	40	13	0	0	28	74	0	25	0	11	27	16	4	0	8	1	52	2	12
RFX3-AS1	3	9	5	0	0	8	14	0	8	0	14	2	11	0	0	0	1	13	0	0
RFX4	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
RFX5	791	310	351	35	46	449	1146	11	1047	0	190	200	212	101	27	117	20	1055	0	75
RFX5-AS1	6	1	2	0	0	0	4	0	3	0	4	1	2	0	0	0	0	1	0	0
RFX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX7	675	468	176	31	111	377	296	312	73	287	127	416	435	142	51	241	187	405	418	158
RFX8	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0
RFXANK	329	109	185	6	0	86	234	0	1380	0	32	80	107	21	5	20	2	386	0	13
RFXAP	51	25	8	0	4	22	43	0	26	0	6	16	8	1	0	7	2	88	0	8
RGCC	166	46	54	0	0	9	0	14	112	18	0	65	53	31	9	3	6	108	22	6
RGL1	256	150	100	4	5	77	52	132	122	90	30	101	146	72	4	39	77	146	117	40
RGL2	303	118	101	8	14	129	430	24	205	34	72	117	134	55	16	64	37	275	70	33
RGL3	8	0	2	0	0	3	4	0	0	0	0	0	3	0	0	0	0	1	0	0
RGL4	29	8	9	0	0	0	5	0	259	0	3	4	2	2	0	0	0	118	0	0
RGMA	76	43	29	0	10	24	9	76	6	30	6	32	41	35	7	24	44	38	55	19
RGMB	22	14	6	0	4	10	38	0	13	0	8	13	13	2	0	0	0	17	0	5
RGMB-AS1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
RGN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGP1	208	97	84	6	8	132	330	1	195	0	44	60	70	19	0	28	6	196	0	9
RGPD1	4	0	1	2	0	3	6	5	0	1	1	6	4	1	0	0	3	6	0	2
RGPD2	18	9	4	4	7	21	17	20	10	4	29	14	8	6	0	13	12	8	18	21
RGPD3	5	0	2	0	0	1	3	0	0	0	3	1	1	1	0	0	0	3	1	0
RGPD4	21	0	11	0	0	4	10	0	3	0	4	7	0	4	0	0	0	15	1	9
RGPD4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGPD5	1	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0
RGPD6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RGPD8	6	5	1	0	0	15	18	0	8	0	9	1	1	4	0	10	0	25	0	4
RGR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS1	240	29	91	0	0	12	8	0	941	0	0	85	19	21	23	8	0	998	0	3
RGS10	646	226	291	11	5	60	254	0	1582	0	21	164	211	57	18	10	6	618	0	17
RGS11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS12	86	40	53	0	1	44	41	41	193	38	5	36	31	40	0	22	30	80	50	33
RGS13	7	1	0	0	0	2	2	0	53	0	0	8	0	0	0	0	0	47	0	0
RGS14	433	114	122	4	8	94	295	1	727	0	27	150	127	58	48	29	6	636	0	22
RGS16	34	9	20	0	0	18	40	0	97	0	0	8	9	2	0	0	0	46	0	4
RGS17	3	3	2	0	0	5	4	0	0	0	0	4	1	0	0	8	0	1	0	0
RGS17P1	4	1	1	0	0	3	6	0	4	0	0	0	0	0	0	2	2	0	0	3
RGS18	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
RGS19	428	138	190	14	10	202	447	4	971	0	23	135	119	32	0	27	5	513	1	6
RGS2	75	15	26	0	0	2	28	0	203	1	8	17	12	2	0	0	0	202	0	0
RGS20	3	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	7	0	0
RGS21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RGS3	309	126	119	0	13	55	214	3	309	2	33	74	116	27	12	0	16	236	9	19
RGS4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
RGS5	4	3.5	0.5	0	0.5	0	4	0	7	0	0	2.5	3	0	3.5	0	0	3	0	0
RGS5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS6	8	1	8	0	0	0	0	2	9	0	0	8	0	1	0	0	0	16	3	0
RGS7	0	2	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0
RGS7BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS9	31	10	7	0	0	0	6	0	78	0	0	11	5	3	0	0	0	28	0	0
RGS9BP	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RGSL1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHBDD1	329	178	90	0	9	99	323	3	204	0	32	69	124	17	4	17	7	200	0	15
RHBDD2	165	48	63	0	8	69	154	1	496	0	23	35	44	13	5	4	1	240	0	11
RHBDD3	192	75	84	6	0	22	83	0	293	0	8	34	82	12	0	0	2	158	0	4
RHBDF1	149	57	48	0	28	57	29	52	27	63	20	87	75	53	1	29	71	53	91	38
RHBDF1P1	3	2	0	0	1	1	0	0	0	1	1	2	0	3	0	1	1	1	3	3
RHBDF2	657	197	193	14	28	316	952	3	746	0	164	191	176	47	7	101	32	763	1	57
RHBDL1	12	5	6	0	0	0	5	0	4	0	0	0	4	0	0	0	0	8	0	0
RHBDL2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RHBDL3	4	2	6	0	0	3	8	0	9	0	7	0	4	1	0	0	3	0	0	0
RHBG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHCE	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	2	0	0
RHCG	0	0	0	0	0	0	0	0	3	4	6	0	0	1	0	0	0	0	2	0
RHD	12	5	3	0	0	7	3	0	28	0	0	2	5	4	0	0	4	21	0	4
RHEB	524	245	166	11	34	149	185	114	388	119	41	287	274	95	21	107	84	347	181	54
RHEBL1	82	20	52	8	3	36	23	22	98	28	11	37	37	30	0	7	3	70	33	13
RHEBP1	12	16	5	1	2	16	10	4	2	8	0	5	12	3	3	6	4	8	15	2
RHEBP2	40	13	17	2	9	21	11	24	17	18	15	19	22	16	5	19	10	18	30	13
RHEBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHEX	56	14	6	0	8	9	43	0	25	0	23	11	12	4	0	0	3	5	0	6
RHNO1	156	74	73	6	3	34	85	4	332	0	19	34	43	12	0	3	3	292	0	0
RHO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOA	6035	2917	2620	103	688	2020	3285	1560	7214	1592	1002	2727	2869	1781	220	1419	1171	5751	2198	955
RHOA-IT1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RHOB	28	21	13	0	4	9	67	5	45	0	10	11	19	5	0	0	0	70	11	4
RHOBTB1	1	0	0	0	0	10	2	0	0	0	0	1	0	0	0	0	0	3	0	0
RHOBTB2	177	42	93	12	40	134	480	1	222	0	78	89	52	15	0	31	10	171	0	40
RHOBTB3	28	12	10	5	1	3	13	2	12	2	1	14	4	4	0	0	3	29	0	4
RHOC	184	32	78	0	8	72	167	6	821	0	27	62	22	33	0	6	10	321	0	21
RHOD	11	6	6	0	0	0	0	0	2	1	0	1	6	3	0	0	0	3	0	0
RHOF	66	25	28	0	0	14	47	0	155	0	17	16	21	7	0	0	0	97	0	0
RHOG	990	247	468	27	38	134	570	8	3474	0	118	284	304	85	9	30	16	1442	1	39
RHOH	729	189	383	32	32	353	1026	5	1441	0	153	256	174	90	54	53	13	1016	0	46
RHOJ	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RHOQ	791	523	348	30	61	383	505	278	188	445	109	359	452	170	11	230	293	451	551	151
RHOQ-AS1	10	7	4	0	0	9	31	0	0	0	4	1	3	0	0	0	0	16	0	0
RHOQP1	6	4	3	0	0	0	1	0	0	0	0	1	2	1	0	0	0	6	1	0
RHOQP2	13	11	6	2	10	14	3	5	0	17	2	3	6	3	7	13	11	15	21	4
RHOQP3	15	17	6	3	7	3	3	4	2	15	4	6	5	5	1	8	3	12	11	8
RHOT1	389	270	167	29	71	222	198	208	143	197	89	176	200	133	7	124	119	347	247	99
RHOT1P1	2	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0
RHOT1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOT1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOT2	1031	266	357	2	38	297	1105	5	2520	0	124	288	280	76	21	67	40	1447	0	55
RHOU	0	0	0	0	4	0	6	0	2	0	0	0	0	0	0	0	0	1	0	0
RHOV	5	0	2	0	0	0	2	0	4	0	0	1	1	0	0	0	0	3	0	0
RHOXF1	0	1	1	0	0	0	1	0	4	0	0	0	0	0	0	0	2	1	0	0
RHOXF1-AS1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RHOXF1P1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOXF1P2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOXF1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOXF2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOXF2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHPN1	196	25	25	0	10	15	55	0	434	0	0	72	28	7	0	5	0	323	0	10
RHPN1-AS1	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0
RHPN2	12	14	5	0	0	8	27	3	12	0	0	10	11	2	0	0	4	30	0	9
RIBC1	6	0	1	0	0	4	11	0	10	0	0	0	1	0	0	0	0	6	0	0
RIBC2	7	5	1	0	0	5	5	0	41	0	0	1	2	0	0	0	0	16	0	0
RIC1	366	224	100	15	21	200	486	1	137	0	56	109	144	10	15	48	14	279	7	28
RIC3	95	52	31	7	4	45	166	4	82	0	38	28	36	6	8	32	3	117	0	19
RIC3-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIC8A	657	240	270	28	18	159	589	2	1479	0	72	176	204	68	22	57	9	973	0	41
RIC8B	207	130	85	5	33	91	38	113	69	118	31	106	118	80	1	96	118	148	137	61
RICTOR	142	114	48	2	4	194	291	10	64	11	119	140	78	13	10	73	14	239	20	32
RIDA	49	29	19	0	8	15	30	0	149	0	9	10	20	2	0	8	0	48	0	0
RIF1	158	142	52	0	22	120	245	3	120	2	104	79	89	12	12	48	7	268	7	47
RIIAD1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RILP	37	5	22	0	0	12	25	0	121	0	4	10	9	6	0	0	2	52	0	1
RILPL1	10	1	2	0	0	4	10	0	27	0	8	6	3	0	0	0	0	21	0	0
RILPL2	495	146	178	27	8	107	407	0	1273	0	20	164	139	35	29	31	13	599	0	4
RIMBP2	0	0	12	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0
RIMBP3	6	0	1	0	0	0	10	0	4	0	4	0	5	1	0	0	0	8	0	0
RIMBP3B	3	0	0	0	0	0	1	0	0	0	0	1	1	2	0	3	0	2	0	0
RIMBP3C	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RIMKLA	30	8	1	0	0	2	1	0	9	0	0	3	6	0	0	0	4	8	0	0
RIMKLB	83	48	29	7	0	95	144	13	96	16	34	40	32	25	0	43	32	106	20	21
RIMKLBP1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RIMKLBP2	4	1	2	0	0	7	12	0	0	0	0	1	0	0	0	1	0	1	0	0
RIMS1	2	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0
RIMS2	0	0	0	0	0	2	0	3	0	0	4	1	1	0	0	0	0	1	2	0
RIMS3	98	91	41	0	5	41	87	11	157	8	27	30	32	20	0	12	21	105	22	7
RIMS4	7	1	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	19	0	0
RIN1	2	0	4	0	0	0	10	0	6	0	3	0	2	1	0	0	0	10	0	8
RIN2	29	10	11	0	1	12	1	12	3	16	1	7	11	12	0	11	9	20	23	6
RIN3	739	201	431	43	21	287	1382	8	1367	2	135	209	149	122	45	48	34	799	0	55
RING1	181	87	89	0	0	74	190	2	373	0	33	56	68	26	21	19	4	229	0	21
RINL	193	45	82	6	8	38	158	0	214	0	19	39	33	23	4	4	4	209	0	20
RINT1	84	73	19	0	0	49	67	1	60	0	36	21	39	3	11	17	2	112	0	13
RIOK1	130	57	49	0	23	69	214	0	331	0	25	45	47	12	0	6	0	246	0	19
RIOK2	128	82	63	0	18	53	83	0	241	0	17	36	50	9	0	3	0	134	0	3
RIOK3	1157	552	474	35	147	486	697	401	515	417	244	531	524	363	24	281	325	944	560	204
RIOK3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIOX1	104	39	51	0	27	58	152	0	287	0	15	23	37	4	10	10	5	256	0	0
RIOX2	97	73	49	5	11	36	152	0	182	0	9	30	36	4	0	7	0	212	0	5
RIPK1	213	103	84	10	14	63	257	2	322	0	50	62	81	24	0	27	2	338	0	6
RIPK2	114	40	50	4	3	40	148	1	190	0	28	33	37	12	0	12	1	142	2	10
RIPK3	64	28	16	0	0	26	85	2	125	0	12	25	16	10	7	0	2	58	0	0
RIPK4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
RIPOR1	371	125	148	11	26	347	905	13	636	3	169	124	140	65	18	73	44	753	5	109
RIPOR2	1449	570	698	89	137	1459	3651	15	2020	0	562	556	374	159	169	382	42	2077	2	227
RIPOR3	8	5	0	0	0	5	6	0	2	0	3	0	2	1	0	0	0	3	0	0
RIPOR3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIPPLY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIPPLY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIPPLY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
RIT1	173	49	48	12	14	61	165	0	208	0	24	40	32	8	6	16	7	145	0	16
RIT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RITA1	230	89	89	6	9	51	154	0	576	0	28	60	95	10	16	8	4	238	0	4
RLBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RLF	346	154	86	0	16	125	288	11	137	4	50	96	151	16	9	42	8	216	13	20
RLIM	178	74	56	11	17	92	299	5	182	4	77	91	52	17	6	29	14	235	6	35
RLIMP1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
RLIMP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RLN1	0	2	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	2	0	0
RLN2	5	2	3	0	0	0	0	0	16	0	0	1	4	0	0	0	0	7	0	0
RLN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMC1	271	81	115	7	16	146	377	2	337	0	67	82	82	32	25	29	15	381	0	29
RMDN1	226	106	76	20	7	69	156	16	463	15	12	77	67	28	13	21	25	234	23	9
RMDN2	27	11	7	0	7	19	35	0	10	0	11	7	4	0	0	5	0	12	0	0
RMDN2-AS1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMDN3	152	37	60	4	0	27	83	1	237	0	18	38	40	12	6	8	4	169	0	3
RMI1	80	47	16	0	0	43	45	0	28	0	21	30	29	5	0	0	0	45	1	5
RMI2	257	47	86	5	8	55	146	0	952	0	5	54	35	10	4	15	0	346	0	0
RMND1	83	28	52	0	0	17	117	2	204	0	8	19	31	7	0	0	0	128	0	14
RMND5A	490	314	199	11	36	368	507	224	218	193	153	240	281	81	6	115	153	453	288	119
RMND5B	285	93	112	0	5	103	236	0	494	0	31	59	119	32	8	28	12	225	0	19
RMRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMRPP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMST	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0
RN7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP110	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP118	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP127	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0
RN7SKP128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
