	P03_delta11	P06_delta11	P09_delta11	P12_delta11	P14_delta11	P17_delta11	P19_delta11	P22_delta11	P25_delta11	P28_delta11	P31_delta11	P02_wt	P05_wt	P08_wt	P11_wt	P13_wt	P16_wt	P18_wt	P21_wt	P24_wt	P27_wt	P30_wt
PRKAR2A-AS1	14	5	9	0	0	7	25	0	19	0	4	8	6	1	6	0	0	21	0	22	0	0
PRKAR2B	83	40	15	1	18	73	39	98	8	20	13	56	34	35	0	41	52	8	40	19	57	94
PRKAR2B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCA	225	122	99	12	45	92	24	96	79	104	44	172	113	99	9	25	67	40	28	314	216	159
PRKCA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCB	1949	850	573	60	138	1232	3177	212	1487	117	505	1511	592	287	70	205	290	1999	156	2507	165	321
PRKCD	656	304	242	4	59	211	605	47	863	36	126	394	223	78	25	22	40	209	26	695	68	40
PRKCE	173	60	99	1	17	187	389	25	151	25	68	158	29	64	9	18	47	190	22	274	45	22
PRKCE-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCG	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PRKCH	318	24	28	14	4	12	15	2	328	0	4	252	21	60	0	9	0	7	2	1147	0	9
PRKCI	127	85	36	0	6	17	50	48	31	51	9	89	53	31	1	8	13	29	9	72	35	25
PRKCQ	118	14	28	0	4	3	0	0	215	0	0	93	14	20	0	0	0	0	0	425	2	3
PRKCQ-AS1	51	7	13	0	0	4	5	0	131	0	8	47	8	7	0	0	0	0	0	184	0	1
PRKCSH	2073	751	824	56	87	422	1590	6	4843	0	213	1033	740	172	68	34	80	538	36	2469	0	57
PRKCZ	87	25	26	0	0	34	107	0	122	0	12	53	22	19	1	0	4	19	6	200	1	1
PRKCZ-AS1	14	12	4	0	0	2	14	0	19	0	16	6	4	8	0	0	4	18	0	25	0	2
PRKD1	15	1	1	0	0	0	0	0	22	1	0	9	0	0	0	0	0	0	4	11	4	0
PRKD2	988	384	344	40	40	438	1151	7	1864	0	156	520	304	115	30	21	65	406	22	1374	1	53
PRKD3	641	385	187	20	23	214	473	1	265	0	116	603	179	57	8	16	18	215	6	606	2	34
PRKDC	823	663	420	58	99	743	1610	18	824	0	285	809	323	129	41	31	31	622	6	2538	0	66
PRKG1	0	1	0	0	0	0	0	0	0	1	0	9	2	2	0	0	0	0	1	0	8	0
PRKG1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKG2	0	0	0	0	0	0	3	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0
PRKG2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKN	0	0	0	0	0	3	2	0	1	0	0	1	2	0	0	0	0	5	0	0	0	0
PRKRA	290	116	113	1	16	122	144	99	225	74	50	239	140	91	7	20	52	96	93	377	136	68
PRKRIP1	457	165	206	35	52	230	378	112	763	84	84	297	154	113	21	24	35	96	129	536	189	63
PRKX	325	150	80	14	13	158	603	5	515	0	88	279	94	33	27	7	45	309	11	1071	0	18
PRKX-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
PRKXP1	3	2	2	0	0	2	12	0	4	0	0	4	4	1	0	0	0	12	0	14	0	2
PRKY	142	3	23	0	0	59	2	0	136	0	2	115	2	31	11	4	8	9	0	238	0	6
PRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRLH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRLHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRLR	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRMT1	1589	655	690	77	81	394	1083	132	5413	211	193	925	710	264	41	72	108	291	189	2859	281	127
PRMT1P1	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRMT2	468	120	197	5	11	175	380	17	1076	9	72	272	88	106	15	10	41	225	18	786	5	39
PRMT3	74	57	30	5	0	20	79	1	116	2	19	51	41	5	0	6	10	14	1	221	2	7
PRMT5	496	293	290	6	39	298	364	359	480	275	137	367	214	253	13	141	99	140	240	571	411	156
PRMT5-AS1	2	1	0	0	0	3	0	0	4	0	0	1	0	0	0	0	0	4	0	6	0	0
PRMT5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRMT6	155	62	58	14	10	80	156	29	112	26	31	123	40	34	12	16	16	63	22	231	32	26
PRMT7	226	107	89	7	0	71	165	0	857	0	35	118	89	20	8	4	10	64	6	465	0	3
PRMT8	1	3	0	0	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	3	0
PRMT9	56	32	12	6	10	51	74	0	61	1	30	52	30	12	5	0	0	47	0	115	0	2
PRNCR1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PRND	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRNP	250	114	65	8	6	52	198	24	128	38	53	215	91	57	16	6	21	153	20	404	59	17
PRNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRO1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROB1	74	44	50	0	0	42	93	0	207	0	15	37	31	8	0	4	1	25	0	182	0	13
PROC	2	2	1	0	0	0	2	0	0	0	0	1	5	0	0	0	0	4	0	5	0	0
PROCA1	84	22	28	10	4	27	113	0	90	0	21	57	20	14	4	3	0	60	8	103	0	4
PROCR	7	1	1	0	0	6	3	0	12	0	0	0	1	3	0	0	0	0	0	7	0	0
PRODH	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0
PRODH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROK2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0
PROKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PROKR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROM2	0	0	2	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0
PROP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRORP	29	13	16	0	0	3	33	0	28	0	8	12	3	7	0	0	0	16	0	42	0	0
PRORSD1P	13	6	5	1	0	14	36	0	23	0	12	23	7	5	1	0	3	22	0	16	0	0
PRORY	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PROS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROS2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROSER1	288	170	107	0	28	172	392	2	205	0	58	319	74	29	6	17	25	178	8	606	0	19
PROSER2	2	1	4	0	0	0	16	0	21	0	0	2	4	0	0	0	0	0	0	10	0	0
PROSER2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROSER3	53	37	20	6	11	51	81	2	66	0	21	65	6	12	5	4	0	25	0	118	0	10
PROX1	6	2	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	4	1	0
PROX1-AS1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PROX2	9	2	1	0	0	11	0	0	3	0	4	11	1	1	0	0	1	5	0	11	0	0
PROZ	2	0	0	0	0	4	4	0	0	0	0	1	1	1	0	0	0	12	0	0	0	3
PRPF18	28	11	20	0	0	7	23	0	72	0	4	31	8	3	0	4	4	18	3	60	0	0
PRPF19	1583	675	704	52	147	655	1086	354	2936	258	198	948	623	368	76	131	164	344	425	2152	450	276
PRPF19P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPF3	1179	685	656	50	190	622	835	527	965	464	233	1009	611	544	43	153	265	375	814	1102	968	408
PRPF31	200	72	91	17	0	73	217	5	959	2	25	116	66	21	0	4	14	64	1	445	0	6
PRPF38A	499	218	210	11	13	174	563	11	1081	8	51	393	174	64	1	12	31	149	18	757	18	24
PRPF38AP1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRPF38AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPF38B	1137	821	348	39	148	716	864	356	511	293	316	1241	376	329	50	160	251	476	249	1194	617	496
PRPF39	562	481	191	21	108	375	393	304	105	263	182	732	195	261	58	100	123	229	102	483	603	424
PRPF4	387	144	165	7	23	154	275	43	502	53	48	209	125	67	12	21	42	96	23	533	83	43
PRPF40A	1000	664	406	23	150	615	843	346	764	327	297	1060	392	373	43	213	192	505	249	1460	728	445
PRPF40B	306	182	106	7	82	147	95	127	58	107	54	271	153	111	5	46	41	68	125	142	178	124
PRPF4B	816	620	305	27	153	599	810	288	425	162	238	1065	347	246	20	126	228	656	319	953	306	336
PRPF6	854	296	438	45	16	340	866	5	2754	0	100	535	245	134	44	27	43	349	17	1745	0	56
PRPF8	1864	1019	825	53	169	1099	2645	144	2342	68	542	1374	642	393	62	160	297	1303	146	3688	162	238
PRPH	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPH2	0	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPS1	509	182	219	7	36	145	319	78	848	63	92	302	155	144	28	25	44	114	64	782	122	35
PRPS1L1	36	23	26	1	8	29	13	25	0	33	6	24	12	33	1	3	8	9	23	10	34	36
PRPS1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPS1P2	13	2	0	0	0	2	3	0	0	0	0	3	2	0	0	0	0	0	0	14	0	0
PRPS2	271	141	80	8	4	80	197	0	385	0	46	230	86	25	4	9	7	107	1	494	0	12
PRPSAP1	597	242	249	14	73	201	202	274	464	180	54	419	226	178	34	85	68	118	271	518	320	168
PRPSAP2	443	202	186	5	28	117	220	49	605	54	66	315	192	72	9	22	18	91	54	463	68	16
PRR11	234	160	58	4	3	31	143	0	736	0	9	122	71	12	0	8	0	4	0	618	0	0
PRR12	361	152	179	17	25	266	658	47	226	36	122	332	81	86	10	35	64	244	18	679	84	107
PRR13	606	161	247	0	32	174	531	3	1740	0	71	372	158	48	12	5	12	150	13	945	0	25
PRR13P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR13P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR13P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR13P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR13P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR13P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR14	518	167	217	4	11	213	590	7	1017	0	77	319	186	93	34	17	30	235	20	870	1	31
PRR14L	261	142	100	0	24	182	427	1	186	0	67	238	63	39	5	25	36	225	3	525	0	22
PRR15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR15L	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PRR16	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PRR18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PRR19	2	0	0	0	4	2	3	0	4	0	0	2	0	0	0	0	0	0	0	4	0	1
PRR20A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20FP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR22	18	13	9	0	0	11	47	0	96	0	1	17	9	3	0	0	0	25	0	44	0	4
PRR23A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23D3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR29	6	3	2	0	0	11	31	0	8	0	5	7	8	1	0	4	0	16	0	22	0	0
PRR29-AS1	1	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PRR3	20	8	4	0	0	8	24	0	35	0	0	12	8	4	5	0	9	0	0	31	0	4
PRR30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR34	5	0	2	0	0	0	3	0	14	0	0	5	0	0	0	0	0	0	0	9	0	0
PRR34-AS1	9	1	1	0	0	8	8	0	25	0	1	2	0	1	0	0	0	0	0	14	0	0
PRR35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR36	3	1	0	0	0	0	3	0	14	0	0	1	0	0	0	0	0	0	0	6	0	3
PRR4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR5	140	32	45	11	6	22	57	0	229	0	9	48	51	16	11	0	0	31	1	133	0	0
PRR5-ARHGAP8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRR5L	42	6	10	0	0	1	6	0	32	2	5	34	7	10	0	0	0	17	3	49	2	9
PRR7	63	21	31	0	0	13	28	11	132	6	12	41	22	6	0	0	0	17	5	76	7	0
PRR7-AS1	10	2	1	0	1	0	0	0	4	0	0	4	0	1	0	0	0	14	0	22	0	0
PRR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRC1	257	200	59	0	33	93	167	13	109	11	25	215	100	48	0	8	27	82	18	290	21	28
PRRC2A	914	561	432	29	186	633	537	636	330	584	260	789	307	585	75	238	328	322	137	1027	1344	592
PRRC2B	1485	890	637	56	160	1228	1907	550	804	418	524	1309	437	555	41	249	360	1019	100	2290	973	629
PRRC2C	1471	1114	579	100	256	1378	2052	510	1013	208	656	1661	550	533	42	271	282	1320	296	2449	446	476
PRRC2CP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRG2	10	5	7	0	0	2	13	0	14	0	4	3	3	1	0	0	3	5	0	11	0	0
PRRG3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
PRRG4	8	1	1	0	0	1	1	0	5	0	0	5	1	0	0	0	0	0	0	9	0	0
PRRT1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRT1B	2	0	0	0	0	0	4	0	0	0	4	1	0	0	0	0	0	0	0	2	0	0
PRRT2	2	1	0	0	0	6	6	1	4	0	0	2	0	3	9	0	0	4	0	24	0	0
PRRT3	34	13	15	0	14	3	12	0	130	0	3	25	0	2	0	0	0	4	0	126	0	0
PRRT3-AS1	1	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	0	0
PRRT4	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRX1	354	250	178	30	65	207	90	258	23	224	81	331	168	254	16	122	132	48	110	102	461	284
PRRX2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
PRRX2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS1	2	0	3	0	0	0	5	0	0	0	0	2	0	2	0	0	0	0	0	4	0	0
PRSS12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS16	14	17	5	0	4	0	0	0	2	0	0	9	6	0	0	0	0	0	0	0	0	0
PRSS2	13	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	1	0	0
PRSS21	17	6	2	0	0	0	7	0	20	0	0	10	2	0	4	0	0	0	0	9	0	0
PRSS22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS23	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0
PRSS27	9	2	0	0	0	1	3	0	37	1	0	8	0	1	0	0	0	4	0	24	0	0
PRSS29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS30P	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	9	0	0
PRSS33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
PRSS35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS36	2	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	3	0	0	8	0	0
PRSS37	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PRSS38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS3P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS40A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS40B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS42P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS43P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS44P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
PRSS45P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS46P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS51	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
PRSS53	16	10	3	0	5	1	19	0	3	0	8	24	2	0	0	0	0	0	0	15	0	1
PRSS54	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRTFDC1	4	3	0	0	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	8	0	0
PRTG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRUNE1	148	64	60	0	13	72	199	3	182	4	17	111	37	24	12	6	19	58	7	216	5	9
PRUNE2	7	0	3	0	4	6	17	2	0	4	0	7	6	3	0	0	7	8	0	2	4	3
PRUNEP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRX	29	7	15	0	0	9	28	0	49	0	11	25	3	7	0	0	0	8	2	26	0	5
PRXL2A	82	38	34	5	8	35	153	2	174	0	11	52	35	14	14	0	4	69	5	140	0	0
PRXL2AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRXL2AP2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PRXL2B	31	11	19	0	0	8	16	0	40	0	12	19	1	2	6	0	0	14	0	60	0	4
PRXL2C	62	18	11	6	8	26	78	1	91	1	4	23	18	6	0	0	2	33	2	49	1	0
PRY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRYP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRYP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRYP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRYP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRYP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRYP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAP	2754	1425	1141	48	80	667	2676	18	3114	3	253	1622	983	234	69	51	124	848	44	3077	3	120
PSAPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAT1	237	206	29	7	4	11	42	0	265	0	14	81	108	8	9	9	0	8	0	315	0	0
PSAT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAT1P2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAT1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAT1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSCA	0	0	0	0	0	0	7	0	4	0	0	0	0	1	0	0	0	0	0	3	0	0
PSD	48	15	26	6	0	14	12	7	98	2	6	38	13	13	0	0	0	8	15	44	10	6
PSD2	11	8	4	0	4	0	3	8	3	7	2	14	1	3	0	0	0	0	5	5	3	5
PSD2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSD3	6	3	5	0	11	83	142	0	0	0	26	14	0	1	5	4	11	133	0	50	0	0
PSD4	1944	715	740	61	68	805	1666	10	3478	1	273	1405	588	215	23	45	105	508	23	4275	0	58
PSEN1	299	116	98	0	25	151	498	1	267	0	101	247	81	27	5	9	37	214	15	491	1	17
PSEN2	93	37	38	0	0	36	66	3	147	0	23	57	35	16	0	0	2	52	0	152	3	5
PSENEN	68	41	38	8	0	12	53	0	222	0	18	36	25	3	0	4	0	16	1	107	0	2
PSG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG8-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSIP1	1380	821	503	19	245	691	892	568	602	451	443	1472	504	545	37	258	325	535	481	1852	784	576
PSKH1	230	86	62	5	13	48	120	49	196	34	28	105	61	43	5	24	21	41	11	197	53	23
PSKH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSLNR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA1	122	53	33	0	5	22	44	1	256	0	23	95	37	4	0	4	0	13	4	200	0	6
PSMA2	26	8	8	6	0	5	19	0	88	0	0	21	7	6	0	0	0	15	0	44	0	2
PSMA2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA3	496	273	183	18	13	106	408	3	1805	0	83	348	201	46	6	17	4	123	12	1158	0	17
PSMA3-AS1	244	133	76	5	13	161	410	4	236	0	99	274	80	44	14	4	35	251	11	387	0	19
PSMA3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA4	725	338	292	12	35	177	520	18	3153	24	45	476	228	84	12	8	43	211	17	1691	15	15
