	P01_mock	P04_mock	P07_mock	P10_mock	P15_mock	P20_mock	P23_mock	P26_mock	P29_mock	P02_wt	P05_wt	P08_wt	P11_wt	P13_wt	P16_wt	P18_wt	P21_wt	P24_wt	P27_wt	P30_wt
VN1R32P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R33P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R34P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R35P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R37P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R38P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R40P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R42P	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
VN1R46P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R48P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R51P	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R53P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R54P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R64P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R65P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R66P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R67P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R68P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R69P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R70P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R71P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R74P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R76P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R78P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R79P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R80P	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R81P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R82P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R83P	2	0	0	0	0	0	5	0	0	3	2	0	0	0	0	0	0	4	0	0
VN1R84P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R85P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R87P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R88P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R90P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R91P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R92P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R93P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R96P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN2R10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN2R17P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN2R19P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN2R1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN2R3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN2R9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VNN1	1	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	2	0	0
VNN2	47	78	22	0	18	7	193	0	17	161	87	17	0	14	13	117	8	211	0	12
VNN3	1	0	0	0	0	0	3	0	0	3	2	0	0	0	0	0	0	3	0	0
VOPP1	473	1076	92	49	43	20	1397	2	87	1204	995	142	48	32	37	280	28	1907	1	43
VPREB1	0	6	0	0	0	0	2	0	0	2	7	0	0	0	0	0	0	0	0	0
VPREB3	43	16	9	9	12	12	219	1	4	96	14	19	13	4	2	68	7	221	0	2
VPS11	239	246	178	6	203	125	550	329	168	468	216	178	26	75	100	253	153	546	340	212
VPS13A	92	94	3	25	50	8	274	0	21	265	42	31	18	0	25	264	3	424	0	11
VPS13A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS13B	92	146	20	6	76	43	277	56	63	348	94	71	14	39	59	262	19	326	52	45
VPS13B-DT	2	3	0	0	4	0	10	0	0	5	0	0	0	0	3	16	0	6	0	0
VPS13C	301	171	32	13	162	27	717	0	131	930	98	116	12	93	147	920	8	1012	0	72
VPS13D	95	107	41	5	78	35	406	24	83	249	84	83	0	34	37	348	6	517	25	74
VPS16	91	102	34	8	46	18	390	2	27	156	103	35	4	13	17	92	13	475	17	19
VPS18	60	81	31	6	29	15	330	7	14	153	95	29	4	3	23	95	10	452	4	18
VPS25	155	198	166	16	105	72	495	132	52	325	189	153	27	52	89	61	192	694	157	83
VPS25P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS26A	114	117	41	7	76	37	302	99	38	280	99	86	10	35	55	131	47	438	162	111
VPS26AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS26B	134	130	80	0	67	90	496	102	53	255	119	100	20	23	37	139	47	609	143	87
VPS26BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS26C	122	86	28	14	19	4	519	0	24	293	84	51	12	8	44	193	13	684	0	26
VPS26CP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS28	49	36	12	9	21	1	214	0	1	111	31	16	0	0	6	32	1	231	0	5
VPS29	192	207	116	19	80	67	474	135	44	377	184	131	15	20	51	76	98	570	194	71
VPS33A	35	29	14	6	13	8	116	0	3	70	28	8	7	4	4	37	0	120	0	6
VPS33B	7	10	4	0	0	0	37	0	0	26	14	2	0	0	5	2	2	75	0	0
VPS33B-DT	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0
VPS35	442	550	230	44	238	163	976	543	178	931	401	343	36	146	189	435	173	1280	778	290
VPS35L	66	88	18	14	3	0	330	0	10	160	97	26	9	4	22	51	1	430	0	6
VPS35P1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	2	2	0
VPS36	86	109	19	0	51	13	258	1	40	280	80	25	6	0	18	170	12	380	0	6
VPS37A	34	38	3	8	18	2	140	3	8	111	34	20	0	0	9	24	3	142	6	7
VPS37B	99	152	44	6	52	9	360	0	33	271	113	51	19	9	16	218	17	634	1	19
VPS37C	16	25	9	0	4	0	91	0	3	41	20	10	4	9	11	22	1	83	0	0
VPS37D	58	50	43	0	17	56	51	47	15	61	41	34	4	18	10	11	82	44	61	36
VPS39	199	231	74	34	100	81	709	51	79	533	205	123	28	40	29	414	30	897	103	80
VPS41	94	98	23	11	45	7	296	45	27	296	67	63	12	18	18	207	21	438	36	33
VPS45	58	72	25	0	18	12	221	1	13	160	83	16	0	6	13	82	4	317	4	11
VPS4A	88	108	43	22	36	13	503	7	34	262	124	37	4	5	19	138	11	658	6	21
VPS4B	134	133	28	1	28	13	357	16	31	309	93	56	25	9	42	198	8	441	14	28
VPS50	53	56	19	8	12	8	115	21	23	137	36	30	0	23	20	70	18	153	28	16
VPS51	309	372	165	45	94	33	1238	51	76	617	354	141	26	54	71	327	50	1547	62	86
VPS52	65	61	29	0	18	9	134	10	6	124	41	24	0	5	7	77	15	233	17	17
VPS53	15	25	6	0	7	0	90	0	0	40	7	7	0	4	2	41	2	138	0	9
VPS54	620	667	261	6	364	326	599	633	261	1021	471	483	21	189	229	205	382	599	1052	466
VPS72	67	75	30	9	2	3	357	0	6	181	107	34	16	7	7	106	8	532	0	7
VPS8	50	74	7	10	20	0	230	1	13	138	60	26	7	5	4	82	1	314	0	7
VPS9D1	29	37	3	0	5	0	92	0	0	55	29	13	4	0	14	53	2	82	0	3
VPS9D1-AS1	3	10	0	0	0	0	15	0	0	16	10	0	0	0	0	4	0	17	0	0
VRK1	83	94	46	10	18	17	407	41	11	170	83	44	4	6	13	80	39	686	50	30
VRK2	41	58	9	0	2	1	128	1	3	161	39	17	0	14	3	52	6	205	2	5
VRK3	96	123	35	8	24	13	466	0	44	232	122	39	12	19	22	111	1	547	0	11
VRTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSIG1	2	2	3	0	3	0	5	0	0	4	0	2	0	0	0	8	1	1	0	0
VSIG10	8	5	0	0	0	0	31	0	3	21	3	4	0	0	0	15	3	37	0	0
VSIG10L	4	4	0	0	0	0	19	0	0	12	2	1	5	0	0	0	0	22	0	0
VSIG10L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSIG2	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0
VSIG4	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
VSIG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSIR	143	306	24	0	19	10	482	0	0	299	251	29	12	0	11	70	2	514	2	1
VSNL1	4	0	0	4	0	0	2	2	0	2	1	1	0	0	0	0	0	0	1	1
VSTM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM2A-OT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
VSTM2L	1	0	0	0	0	0	3	1	0	3	1	2	0	0	0	0	0	2	1	0
VSTM4	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
VSTM5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
VSX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSX2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
VTA1	75	77	15	7	21	3	234	0	7	190	98	36	0	4	10	44	5	374	0	6
VTA1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTA1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTCN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTI1A	62	97	29	6	30	20	194	19	41	144	88	34	6	13	6	107	41	256	25	36
VTI1B	76	62	13	0	9	8	293	0	10	140	46	21	13	4	8	96	3	385	2	6
VTI1BP1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
VTI1BP2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
VTI1BP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTI1BP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTN	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0
VTRNA1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA1-3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA2-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA3-1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA1	3	7	0	0	0	2	2	0	0	15	19	0	0	0	0	0	3	4	0	0
VWA2	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0
VWA3A	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
VWA3B	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	0	0
VWA5A	23	28	2	0	0	2	94	0	0	60	33	7	0	0	0	4	0	101	0	6
VWA5B1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
VWA5B2	1	0	1	6	0	0	0	2	0	2	1	1	0	0	0	0	0	1	0	0
VWA7	9	5	1	0	0	1	8	0	0	10	5	3	0	0	4	0	2	22	0	0
VWA8	20	35	7	6	19	1	130	0	10	66	17	11	4	9	8	86	0	158	0	10
VWA8-AS1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
VWA8P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWC2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
VWC2L	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	2	0
VWC2L-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWCE	3	2	1	0	0	0	14	0	0	5	8	5	0	0	0	0	0	8	0	0
VWDE	1	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	12	0	0
VWF	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWFP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VXN	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
WAC	1093	1095	456	83	694	715	1711	1061	703	2115	851	829	105	443	453	951	771	2046	1628	862
WAC-AS1	19	30	7	0	9	4	100	0	7	70	22	8	13	0	11	53	3	168	0	9
WAKMAR2	8	22	0	0	12	0	15	0	0	28	12	2	0	0	0	4	0	21	1	0
WAPL	515	571	223	70	329	240	826	543	178	962	460	353	40	190	210	489	366	995	763	453
WARS1	862	401	253	108	23	35	6292	0	117	2290	413	370	68	26	17	117	20	10111	0	63
WARS1P1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
WARS2	9	14	4	0	0	0	57	0	10	33	15	2	5	0	0	7	0	86	0	0
WARS2-AS1	12	19	2	0	1	0	43	0	14	46	14	7	0	4	3	22	0	45	0	0
WARS2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WARS2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAS	381	417	164	41	68	17	1791	0	46	866	411	138	39	36	74	354	34	2515	1	64
WASF1	20	8	1	0	5	2	18	4	0	31	6	5	4	4	4	26	0	42	0	7
WASF1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WASF2	400	564	168	72	260	103	1375	201	236	1024	482	309	36	143	147	892	60	2045	297	218
WASF3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
WASF3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WASF4P	2	5	2	1	6	0	2	6	0	5	3	4	2	0	2	0	2	2	15	2
WASF5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WASH2P	20	29	8	6	18	6	113	0	22	47	9	9	1	8	7	75	0	125	0	0
WASH3P	12	25	7	0	0	0	15	0	0	19	20	5	0	5	0	18	1	23	0	4
WASH4P	3	0	0	0	0	0	13	0	0	3	4	0	0	4	0	5	0	22	0	0
WASH5P	2	2	3	0	1	0	3	0	0	13	4	2	4	0	1	4	0	4	0	0
WASH6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
WASH7P	7	19	6	0	0	2	74	0	12	30	14	13	0	9	4	14	0	106	0	13
WASH8P	55	26	17	0	8	14	382	0	20	133	24	17	6	5	3	80	6	512	0	5
WASH9P	23	30	7	7	11	0	79	0	10	45	26	7	0	1	9	33	0	146	0	3
WASHC1	12	50	3	5	12	0	74	0	13	45	44	6	0	0	9	33	0	83	0	0
WASHC2A	129	119	33	8	58	6	471	0	21	276	91	54	6	24	23	275	9	531	0	27
WASHC2C	93	112	37	12	105	17	568	0	44	290	100	69	20	8	40	289	2	661	0	32
WASHC3	91	158	70	6	25	48	252	38	18	191	144	61	13	12	39	68	38	281	44	30
WASHC4	142	152	20	13	83	26	307	21	46	383	76	53	9	28	47	371	0	535	30	37
WASHC5	48	87	28	17	30	2	280	15	9	171	48	38	6	9	21	83	9	358	24	28
WASHC5-AS1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
WASIR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WASIR2	3	1	0	10	4	0	7	0	0	4	1	0	0	0	0	9	0	8	0	0
WASL	220	204	96	4	207	131	214	271	179	392	156	231	0	63	86	104	86	205	494	260
WASL-DT	4	1	3	0	0	0	10	0	3	6	0	0	0	0	0	9	2	10	0	0
WBP1	21	26	4	0	17	8	57	4	6	53	14	4	15	9	5	13	2	82	12	20
WBP11	159	255	60	18	78	22	1083	2	59	459	222	83	24	20	46	222	18	1440	2	26
WBP11P1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
WBP11P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP11P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1L	309	370	174	36	195	279	578	373	190	535	293	267	11	103	100	247	111	540	431	220
WBP1LP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1LP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1LP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1LP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1LP2	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	5	0	1	0	0
WBP1LP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1LP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1LP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1LP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1LP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1LP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1P1	0	1	0	0	0	0	1	0	0	3	5	0	0	0	0	0	0	1	0	0
WBP1P2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
WBP2	457	469	295	67	267	282	1181	299	226	853	512	337	40	109	175	533	256	1454	415	231
WBP2NL	1	3	1	0	0	2	8	0	0	4	5	0	0	0	0	11	0	7	0	2
WBP2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP4	55	44	21	0	10	8	165	28	13	107	34	38	6	8	13	30	30	224	43	36
WDCP	32	22	9	6	10	6	95	0	3	67	25	10	0	4	3	26	0	163	0	14
WDFY1	182	114	20	0	14	7	298	0	34	507	70	52	0	8	8	94	5	570	0	18
WDFY2	55	54	26	7	39	34	175	71	41	164	42	44	5	35	41	126	11	212	80	24
WDFY3	28	33	3	3	10	11	5	16	14	44	34	10	0	5	10	12	10	0	24	51
WDFY3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDFY3-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDFY4	480	480	187	58	360	62	2141	0	166	1409	409	291	65	87	157	1256	28	2852	0	164
WDHD1	28	36	2	6	0	0	208	0	0	88	41	14	0	3	4	38	2	353	0	8
WDPCP	8	10	7	4	6	2	34	7	10	34	9	5	0	6	12	28	4	48	6	0
WDR1	641	772	246	148	172	53	4914	67	136	1426	823	361	76	90	89	567	104	6412	93	143
WDR11	164	104	23	0	104	15	604	0	64	422	83	83	24	43	64	601	12	781	1	41
WDR11-AS1	0	1	0	0	0	0	1	0	0	3	0	0	0	4	0	5	0	0	0	0
WDR12	67	110	56	17	39	16	310	70	58	142	140	64	16	16	27	40	96	444	106	58
WDR13	90	137	34	16	31	12	387	8	9	248	108	37	6	0	14	121	6	503	12	16
WDR17	1	2	0	0	4	0	1	0	12	8	0	0	0	0	0	13	0	5	0	0
WDR18	70	111	17	5	14	3	539	1	9	157	115	34	8	8	1	51	0	692	2	5
WDR19	42	36	7	0	31	8	156	0	33	113	24	18	14	0	24	143	7	197	0	12
WDR20	341	341	214	30	197	224	387	435	188	542	293	336	28	103	104	163	240	439	586	265
WDR24	37	39	12	0	8	2	161	0	7	94	62	10	3	4	4	48	0	173	0	0
WDR25	10	7	1	0	0	10	38	0	0	29	12	4	0	0	0	17	0	37	0	0
WDR26	679	771	325	61	448	363	1014	772	294	1449	589	606	45	227	299	535	268	1321	1282	522
WDR27	20	42	5	0	24	14	91	0	6	80	44	17	0	5	16	73	1	127	0	11
WDR3	49	54	6	4	9	3	293	0	19	134	47	27	0	15	8	79	1	558	0	1
WDR31	0	1	0	0	4	0	15	0	0	4	1	0	0	0	0	0	0	28	0	3
WDR33	379	463	187	39	193	148	976	244	148	793	389	262	40	75	120	452	182	1100	360	186
WDR34	79	120	32	38	13	6	337	0	7	182	141	38	6	0	9	81	5	441	0	10
WDR35	43	40	40	0	35	16	115	69	17	78	39	46	6	35	25	31	20	121	66	34
WDR36	53	68	8	5	26	0	229	6	21	178	75	24	12	0	16	115	5	418	0	18
WDR37	58	60	12	6	31	8	246	0	23	162	44	24	10	9	25	149	9	313	0	6
WDR38	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR4	25	37	15	0	25	2	134	5	3	47	26	14	2	3	4	31	1	202	4	0
WDR41	24	44	4	0	3	3	130	0	11	102	35	11	8	9	3	37	3	191	0	5
WDR43	122	182	70	27	75	41	402	134	86	361	150	122	12	42	28	218	75	715	196	68
WDR44	122	114	43	8	30	57	203	99	40	206	55	64	13	26	44	56	74	246	106	52
WDR45	40	81	14	3	26	7	169	0	7	105	52	14	0	4	7	80	6	242	0	7
WDR45B	101	119	30	13	35	15	429	12	21	241	92	63	17	14	17	117	14	517	19	29
WDR45BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
WDR45P1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0
WDR46	44	44	17	9	18	0	279	0	12	71	67	16	5	0	6	39	8	395	0	0
WDR47	53	55	34	9	29	15	102	77	26	95	45	48	3	31	18	83	9	103	90	47
WDR48	88	92	28	6	64	21	331	21	61	241	71	60	10	26	29	228	23	465	32	18
WDR49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR5	63	95	20	14	5	3	473	0	7	140	94	27	0	0	4	102	5	703	0	7
WDR53	14	19	5	0	0	4	94	0	1	35	11	10	0	0	0	21	0	159	0	9
WDR54	56	85	22	4	9	8	257	2	6	127	56	15	0	3	0	30	2	314	2	5
WDR55	70	104	20	0	20	0	343	0	20	166	58	34	15	4	16	105	8	444	0	17
WDR59	112	102	42	27	44	18	408	3	17	235	85	54	0	8	5	170	3	534	2	15
WDR5B	26	3	2	0	18	0	38	0	14	70	5	8	5	4	8	28	3	55	0	12
WDR6	308	349	105	36	127	56	1228	0	68	744	331	146	60	48	84	564	17	1703	0	23
WDR60	22	25	12	0	4	1	77	0	12	58	19	12	0	0	13	25	2	129	0	4
WDR61	93	135	81	8	29	34	324	76	25	195	149	70	10	12	19	53	69	394	115	25
WDR62	20	55	2	0	10	2	288	3	0	56	50	10	0	0	1	20	0	414	9	9
WDR63	2	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	9	0	0
WDR64	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
WDR7	44	53	8	0	17	10	211	29	29	124	45	40	8	19	18	66	5	196	46	24
WDR7-OT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR70	36	44	25	0	13	8	239	8	11	104	31	26	13	7	14	48	14	376	9	17
WDR72	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WDR73	10	10	3	0	0	5	31	0	0	39	5	5	0	0	4	12	0	44	0	0
WDR74	49	60	32	8	31	3	303	0	9	115	66	28	13	11	15	122	11	438	0	9
WDR75	93	102	23	13	16	7	396	0	29	228	89	39	12	8	2	144	1	564	0	8
WDR76	37	77	4	11	7	2	318	0	10	118	63	19	17	0	11	40	4	441	0	4
WDR77	28	37	12	0	21	1	268	2	13	90	36	13	1	3	7	66	4	326	3	4
WDR78	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	5	0	3	0	0
WDR81	67	47	14	14	0	6	167	3	4	125	35	14	4	9	5	74	2	158	5	9
WDR82	353	330	135	18	173	71	1344	120	161	745	279	229	53	114	94	447	84	1778	179	199
WDR82P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
WDR82P2	0	0	0	2	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0
WDR83	18	14	4	0	1	2	55	0	4	26	6	5	13	0	4	7	3	94	0	0
WDR83OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR86	8	1	0	0	7	0	11	0	4	9	1	1	0	0	0	0	0	18	0	0
WDR86-AS1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0
WDR87	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
WDR88	2	3	0	0	0	0	3	0	0	7	3	0	0	0	0	6	0	9	0	0
WDR89	30	24	4	4	18	0	69	0	4	71	40	6	0	7	4	23	6	87	0	8
WDR90	30	51	6	0	3	1	143	0	9	91	40	9	11	0	6	14	0	221	0	4
WDR91	73	138	30	22	55	9	205	35	32	221	113	61	15	22	29	56	17	291	45	35
WDR92	8	5	3	0	0	0	44	0	1	27	11	3	0	0	0	31	2	52	0	0
WDR93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
WDR95P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
